"base_asset_id","base_exchange_symbol","q2_pair_count","q2_typed_observation_count","current_candidate_count","current_candidate_ids","current_candidate_names","candidate_records_json","candidate_records_sha256","mapping_status","mapping_approved"
"DENT","DENT","2","6570","1","dent","Dent","[{""id"":""dent"",""symbol"":""dent"",""name"":""Dent"",""platforms"":{""ethereum"":""0x3597bfd533a99c9aa083587b074434e61eb0a258""}}]","1d8f9f16828b4383f1466d19b3576568263bb4fc9ca115e4ca2b7c750a09b2fa","single_current_candidate_review_required","False"
"DMC","DMC","2","7704","2","decentralized-mining-exchange|delorean","Decentralized Mining Exchange|DeLorean","[{""id"":""decentralized-mining-exchange"",""symbol"":""dmc"",""name"":""Decentralized Mining Exchange"",""platforms"":{""binance-smart-chain"":""0xa5342d72d04c133180f376753f90a4b2eee29bb3"",""huobi-token"":""0x854bb58fdda85f20b5ab20b20d888f0554c02560""}},{""id"":""delorean"",""symbol"":""dmc"",""name"":""DeLorean"",""platforms"":{""solana"":""DmcqxT7WXgXhq2LHURQ2h8GA5PeCBuMTLeyaj6MXhf3p"",""sui"":""0x4c981f3ff786cdb9e514da897ab8a953647dae2ace9679e8358eec1e3e8871ac::dmc::DMC""}}]","930aa9026fb1cd12be9898d658eb016b1f872a7d7ac2565664b7a305bf4de7b1","ambiguous_current_candidates","False"
"DOG","DOG","2","3688","11","base-dog|basic-dog-meme|dog-4|dog-go-to-the-moon-rune|its-just-a-dog|it-s-just-a-dog|just-a-dog|ledog-dog|nietzschean-dog|the-crypto-dog|the-doge-nft","Base DOG|Basic Dog Meme|DOG|Dog (Bitcoin)|It's just a Dog|It's just a Dog|just a dog|LEDOG (DOG)|Nietzschean Dog|Own The Doge|The Crypto Dog","[{""id"":""base-dog"",""symbol"":""dog"",""name"":""Base DOG"",""platforms"":{""base"":""0x3b916b8f6a710e9240ff08c1dd646dd8e8ed9e1e""}},{""id"":""basic-dog-meme"",""symbol"":""dog"",""name"":""Basic Dog Meme"",""platforms"":{""base"":""0x9e53e88dcff56d3062510a745952dec4cefdff9e""}},{""id"":""dog-4"",""symbol"":""dog"",""name"":""DOG"",""platforms"":{""x-layer"":""0x903358faf7c6304afbd560e9e29b12ab1b8fddc5""}},{""id"":""dog-go-to-the-moon-rune"",""symbol"":""dog"",""name"":""Dog (Bitcoin)"",""platforms"":{""ordinals"":""840000:3"",""solana"":""dog1viwbb2vWDpER5FrJ4YFG6gq6XuyFohUe9TXN65u"",""starknet"":""0x040e81cfeb176bfdbc5047bbc55eb471cfab20a6b221f38d8fda134e1bfffca4""}},{""id"":""its-just-a-dog"",""symbol"":""dog"",""name"":""It\u0027s just a Dog"",""platforms"":{""solana"":""2B5Rs88FYyFp4XciFrJ7zovvEeybiinZA8PXsSptBAGS""}},{""id"":""it-s-just-a-dog"",""symbol"":""dog"",""name"":""It\u0027s just a Dog"",""platforms"":{""solana"":""61uiuu5aAc2HG1ZQaHd3opfLnK6cM4FQnE1jRi28pump""}},{""id"":""just-a-dog"",""symbol"":""dog"",""name"":""just a dog"",""platforms"":{""solana"":""9gAVAtdnsrniW3GCwsvDeRPf5eJDjtT9S5bu1j7tpump""}},{""id"":""ledog-dog"",""symbol"":""dog"",""name"":""LEDOG (DOG)"",""platforms"":{""ethereum"":""0x864cb5194722d5a1596f4be8b899916d30dad8d8""}},{""id"":""nietzschean-dog"",""symbol"":""dog"",""name"":""Nietzschean Dog"",""platforms"":{""solana"":""BfFU13dyBbYT5E4dZdeFHe5YeH6p9DdTh8fheThspump""}},{""id"":""the-crypto-dog"",""symbol"":""dog"",""name"":""The Crypto Dog"",""platforms"":{""solana"":""21CnrFRqvEVkQZUTFmTXjcsJTLZhRY51ohoaCPwRpump""}},{""id"":""the-doge-nft"",""symbol"":""dog"",""name"":""Own The Doge"",""platforms"":{""arbitrum-one"":""0x4425742f1ec8d98779690b5a3a6276db85ddc01a"",""base"":""0xafb89a09d82fbde58f18ac6437b3fc81724e4df6"",""binance-smart-chain"":""0xaa88c603d142c371ea0eac8756123c5805edee03"",""ethereum"":""0xbaac2b4491727d78d2b78815144570b9f2fe8899"",""optimistic-ethereum"":""0x8f69ee043d52161fd29137aedf63f5e70cd504d5"",""polygon-pos"":""0xeee3371b89fc43ea970e908536fcddd975135d8a"",""solana"":""B9u8h65uM1oifqmP82VyUDb68iG2fKfZiyubmNMtu3h7""}}]","3f05d9c500265ee783de5de5caa6566a356ab26b13fbf8e1bf40d186146884e2","ambiguous_current_candidates","False"
"DOGS","DOGS","2","7736","4","doggensnout-skeptic|dogs-2|dont-tread-on-me|we-love-dogs","Doggensnout Skeptic|Dogs|DONT TREAD ON ME|We Love Dogs","[{""id"":""doggensnout-skeptic"",""symbol"":""dogs"",""name"":""Doggensnout Skeptic"",""platforms"":{""ethereum"":""0x21e5c85a5b1f38bddde68307af77e38f747cd530""}},{""id"":""dogs-2"",""symbol"":""dogs"",""name"":""Dogs"",""platforms"":{""the-open-network"":""EQCvxJy4eG8hyHBFsZ7eePxrRsUQSFE_jpptRAYBmcG_DOGS""}},{""id"":""dont-tread-on-me"",""symbol"":""dogs"",""name"":""DONT TREAD ON ME"",""platforms"":{""solana"":""bDz6NVehx5mr8E1e5d2c8ZAqjDe7DQWZeEKPpyvdogs""}},{""id"":""we-love-dogs"",""symbol"":""dogs"",""name"":""We Love Dogs"",""platforms"":{""ethereum"":""0xf9962329a1e9fa84836d2f37640d7012fb588e9d""}}]","5750f0b164b6b033c3bd548dad296832f6f3fd6cd59b9f38c5307e429d2359f7","ambiguous_current_candidates","False"
"DOLO","DOLO","2","500","1","dolomite","Dolomite","[{""id"":""dolomite"",""symbol"":""dolo"",""name"":""Dolomite"",""platforms"":{""berachain"":""0x0f81001ef0a83ecce5ccebf63eb302c70a39a654"",""ethereum"":""0x0f81001ef0a83ecce5ccebf63eb302c70a39a654""}}]","02a237e3d8fffb54e826c13a5ac46c2ca75273b5af0ca34ee4b8b2a429bc34cd","single_current_candidate_review_required","False"
"DOT","DOT","8","152453","5","binance-peg-polkadot|dot|pippin-s-friend|polkadot|xcdot","Binance-Peg Polkadot|Dot|Pippin's Friend|Polkadot|xcDOT","[{""id"":""binance-peg-polkadot"",""symbol"":""dot"",""name"":""Binance-Peg Polkadot"",""platforms"":{""binance-smart-chain"":""0x7083609fce4d1d8dc0c979aab8c869ea2c873402""}},{""id"":""dot"",""symbol"":""dot"",""name"":""Dot"",""platforms"":{""base"":""0x23a2847d772803f9efc64b4277b782b06296fe51""}},{""id"":""pippin-s-friend"",""symbol"":""dot"",""name"":""Pippin\u0027s Friend"",""platforms"":{""solana"":""AbP5LEN4sAAjghBy6ww37ngAAT7hnBVfXmXNdCnbpump""}},{""id"":""polkadot"",""symbol"":""dot"",""name"":""Polkadot"",""platforms"":{}},{""id"":""xcdot"",""symbol"":""dot"",""name"":""xcDOT"",""platforms"":{""moonbeam"":""0xffffffff1fcacbd218edc0eba20fc2308c778080""}}]","c29d5cef0a4ca231096ddd11547484facf8996d02df449ad6b65ee6008457b2c","ambiguous_current_candidates","False"
"DRIFT","DRIFT","2","9013","1","drift-protocol","Drift Protocol","[{""id"":""drift-protocol"",""symbol"":""drift"",""name"":""Drift Protocol"",""platforms"":{""solana"":""DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7""}}]","c00cedef5e526ebde58e7d5e8b8d9c1fb9bf0dea23b4e176102bce226b34e233","single_current_candidate_review_required","False"
"DRV","DRV","2","11429","1","derive","Derive","[{""id"":""derive"",""symbol"":""drv"",""name"":""Derive"",""platforms"":{""arbitrum-one"":""0x77b7787a09818502305c95d68a2571f090abb135"",""base"":""0x9d0e8f5b25384c7310cb8c6ae32c8fbeb645d083"",""ethereum"":""0xb1d1eae60eea9525032a6dcb4c1ce336a1de71be"",""hyperevm"":""0x9628bba16db41ea7fe1fd84f9ce53bc27c63f59b"",""hyperliquid"":""0x0896dbb30344c65b8727f41c3fe9ef62"",""optimistic-ethereum"":""0x33800de7e817a70a694f31476313a7c572bba100""}}]","020856d34726637cf3cf2e7cef308d3cf65dd8fd5722d7fbe1f8d55bd17ebd6b","single_current_candidate_review_required","False"
"DUCK","DUCK","2","3130","7","appduck-by-virtuals|dlp-duck-token|duckchain-token|duckcoin|duck-token|lemonade-stand-duck|the-duck","AppDuck by Virtuals|DLP Duck|Duck Token|DuckChain Token|DuckCoin|Lemonade Stand Duck|The Duck","[{""id"":""appduck-by-virtuals"",""symbol"":""duck"",""name"":""AppDuck by Virtuals"",""platforms"":{""base"":""0x67446a5746b5f1ce62d78f40f8c83dba03ae3e15""}},{""id"":""dlp-duck-token"",""symbol"":""duck"",""name"":""DLP Duck"",""platforms"":{""binance-smart-chain"":""0x5d186e28934c6b0ff5fc2fece15d1f34f78cbd87"",""ethereum"":""0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f""}},{""id"":""duckchain-token"",""symbol"":""duck"",""name"":""DuckChain Token"",""platforms"":{""duckchain"":""0xda65892ea771d3268610337e9964d916028b7dad"",""the-open-network"":""EQDWXjnVWheFemaAaFn-Cp4nDehvGllrXOZ8wqHm8sDEwn_c""}},{""id"":""duckcoin"",""symbol"":""duck"",""name"":""DuckCoin"",""platforms"":{""the-open-network"":""EQBTcytZjdZwFLj6TO7CeGvn4aMmqXvbX-nODiApbd011gT3""}},{""id"":""duck-token"",""symbol"":""duck"",""name"":""Duck Token"",""platforms"":{""megaeth"":""0x021ee124cf23d302a7f725ae7a01b77a8ce9782b""}},{""id"":""lemonade-stand-duck"",""symbol"":""duck"",""name"":""Lemonade Stand Duck"",""platforms"":{""solana"":""2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump""}},{""id"":""the-duck"",""symbol"":""duck"",""name"":""The Duck"",""platforms"":{""solana"":""236ziZWiNPWeNk8aNB7abJpv4A6vHNP2XpxHH9VUpump""}}]","81b1d5b64ab84b9c7711fa5553f3f0280762bf9bc08c1bf3845e677e6bf3453c","ambiguous_current_candidates","False"
"DYDX","DYDX","2","12120","2","dydx-chain|dydx-wormhole","dYdX|dYdX (Wormhole)","[{""id"":""dydx-chain"",""symbol"":""dydx"",""name"":""dYdX"",""platforms"":{""cosmos"":""ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C"",""osmosis"":""ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C""}},{""id"":""dydx-wormhole"",""symbol"":""dydx"",""name"":""dYdX (Wormhole)"",""platforms"":{""solana"":""4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU""}}]","84dbd782225b57cc35c0b5ed2caaf2dcf11803408de453b450cd122e44d718ef","ambiguous_current_candidates","False"
"DYM","DYM","2","16290","1","dymension","Dymension","[{""id"":""dymension"",""symbol"":""dym"",""name"":""Dymension"",""platforms"":{""cosmos"":""ibc/9A76CDF0CBCEF37923F32518FA15E5DC92B9F56128292BC4D63C4AEA76CBB110"",""osmosis"":""ibc/9A76CDF0CBCEF37923F32518FA15E5DC92B9F56128292BC4D63C4AEA76CBB110""}}]","c3701b9f44f7d6db20d7542d8366b66c5db7ad7ba3f18fa4d581494d3b47418b","single_current_candidate_review_required","False"
"EDGE","EDGE","2","31778","4","definitive|edge|edge-2|edgex","Definitive|EDGE|Edge|edgeX","[{""id"":""definitive"",""symbol"":""edge"",""name"":""Definitive"",""platforms"":{""base"":""0xed6e000def95780fb89734c07ee2ce9f6dcaf110""}},{""id"":""edge"",""symbol"":""edge"",""name"":""Edge"",""platforms"":{""ethereum"":""0x4ec1b60b96193a64acae44778e51f7bff2007831""}},{""id"":""edge-2"",""symbol"":""edge"",""name"":""EDGE"",""platforms"":{""base"":""0x62abe92f50c518165a5c010fe59f35023197fba3""}},{""id"":""edgex"",""symbol"":""edge"",""name"":""edgeX"",""platforms"":{""ethereum"":""0xb0076de78dc50581770bba1d211ddc0ad4f2a241""}}]","d17d2f07bff2e96a3e20f2ba47e64ce5abf16a019ee5f29f5e3945659bcfe170","ambiguous_current_candidates","False"
"EGLD","EGLD","2","12497","1","elrond-erd-2","MultiversX","[{""id"":""elrond-erd-2"",""symbol"":""egld"",""name"":""MultiversX"",""platforms"":{}}]","c7f2e706c06a0c1e12a039e4ff2df82bed219dc86781256ae10ef24659f83102","single_current_candidate_review_required","False"
"EIGEN","EIGEN","2","60135","1","eigenlayer","EigenCloud (prev. EigenLayer)","[{""id"":""eigenlayer"",""symbol"":""eigen"",""name"":""EigenCloud (prev. EigenLayer)"",""platforms"":{""base"":""0x2081ab0d9ec9e4303234ab26d86b20b3367946ee"",""ethereum"":""0xec53bf9167f50cdeb3ae105f56099aaab9061f83""}}]","d59a16c7c72194c4b98efd497cc4ba658e7a74ade8a975202ebbfc41add01539","single_current_candidate_review_required","False"
"ELX","ELX","2","19564","1","elixir-finance","Elixir","[{""id"":""elixir-finance"",""symbol"":""elx"",""name"":""Elixir"",""platforms"":{""ethereum"":""0x89a8c847f41c0dfa6c8b88638bacca8a0b777da7""}}]","20cd683f057ad56d74ddbd89150401bd23493b3d41ddb280bf5e869280bb2bfc","single_current_candidate_review_required","False"
"ENA","ENA","2","43360","1","ethena","Ethena","[{""id"":""ethena"",""symbol"":""ena"",""name"":""Ethena"",""platforms"":{""arbitrum-one"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""avalanche"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""base"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""blast"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""ethereum"":""0x57e114b691db790c35207b2e685d4a43181e6061"",""fraxtal"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""kava"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""manta-pacific"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""mantle"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""metis-andromeda"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""mode"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""morph-l2"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""optimistic-ethereum"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""scroll"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""solana"":""72QvBVwpxqmheEPfaCwWSWqEFsUy3rhWt6JhQBMNTwD1"",""swellchain"":""0x58538e6a46e07434d7e7375bc268d3cb839c0133"",""the-open-network"":""EQAPh9RCprgg5kKumtJi8uB7nFKctPBwuRUu82JgTGmzklNV"",""zircuit"":""0x813635891aa06bd55036bbd8f7d1a34ab3de9a0f"",""zksync"":""0x686b311f82b407f0be842652a98e5619f64cc25f""}}]","cd1acc62d77d1714abe9369b28c4176a14a925c8ec57267c28cbf9e2990dd1cd","single_current_candidate_review_required","False"
"ENJ","ENJ","2","18032","1","enjincoin","Enjin Coin","[{""id"":""enjincoin"",""symbol"":""enj"",""name"":""Enjin Coin"",""platforms"":{""energi"":""0x204a90b57d15417864080df1cd6e907831c206a6"",""ethereum"":""0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c"",""harmony-shard-0"":""0xadbd41bfb4389de499535c14a8a3a12fead8f66a""}}]","e6a201a111afda4f9e6813c24ca60015c61e9c796d5ef50f619f233b2735306c","single_current_candidate_review_required","False"
"ENS","ENS","2","12139","1","ethereum-name-service","Ethereum Name Service","[{""id"":""ethereum-name-service"",""symbol"":""ens"",""name"":""Ethereum Name Service"",""platforms"":{""ethereum"":""0xc18360217d8f7ab5e7c516566761ea12ce7f9d72""}}]","eb5db79be971baa64306f387398b24366a92d9dda8011d1c039b191bc92499b0","single_current_candidate_review_required","False"
"EOS","EOS","4","61057","2","binance-peg-eos|eos","Binance-Peg EOS|EOS","[{""id"":""binance-peg-eos"",""symbol"":""eos"",""name"":""Binance-Peg EOS"",""platforms"":{""binance-smart-chain"":""0x56b6fb708fc5732dec1afc8d8556423a2edccbd6""}},{""id"":""eos"",""symbol"":""eos"",""name"":""EOS"",""platforms"":{}}]","0599454f30b2d9e7b79934ad502dbdd5972ec69acd23389617c561540c06ce14","ambiguous_current_candidates","False"
"ESX","ESX","2","8813","1","estatex","EstateX","[{""id"":""estatex"",""symbol"":""esx"",""name"":""EstateX"",""platforms"":{""base"":""0x6a72d3a87f97a0fee2c2ee4233bdaebc32813d7a"",""solana"":""28G7z3VyHDFNhrnvSTf1GssKoGrtCrdiguASQy2BsHiF""}}]","0d9cb92592c9c5141803c3558d29cb9ed61eba46a6f86d414b25c74689233d85","single_current_candidate_review_required","False"
"XETC","ETC","4","25317","1","ethereum-classic","Ethereum Classic","[{""id"":""ethereum-classic"",""symbol"":""etc"",""name"":""Ethereum Classic"",""platforms"":{}}]","15798839cc9cfc286eb5874fe89536b6123f71de81c7c036e1e2015eb0674670","single_current_candidate_review_required","False"
"XETH","ETH","12","551236","14","anubis-bridged-eth-anubis|bifrost-bridged-eth-bifrost|bridged-binance-peg-ethereum-opbnb|bridged-wrapped-ether-eclipse|bridged-wrapped-ether-starkgate|ethereum|ethereum-wormhole|immutable-zkevm-bridged-eth|krown-bridged-eth-krown|near-intents-bridged-eth|nova-eth|osmosis-alleth|the-infinite-garden|the-ticker-is-eth","Anubis Bridged ETH (Anubis)|Bifrost Bridged ETH (Bifrost)|Bridged Binance-Peg Ethereum (opBNB)|Bridged Ether (StarkGate)|Bridged Wrapped Ether (Eclipse)|Ethereum|Ethereum (Wormhole)|Immutable zkEVM Bridged ETH|Krown Bridged ETH (Krown)|NEAR Intents Bridged ETH|Nova Merged ETH (zkLink)|Osmosis allETH|The Infinite Garden|The Ticker Is ETH","[{""id"":""anubis-bridged-eth-anubis"",""symbol"":""eth"",""name"":""Anubis Bridged ETH (Anubis)"",""platforms"":{""anubis"":""0xca326ae4fe47d07e7d20421170dadacd92ed694c""}},{""id"":""bifrost-bridged-eth-bifrost"",""symbol"":""eth"",""name"":""Bifrost Bridged ETH (Bifrost)"",""platforms"":{""bifrost-network"":""0x6c9944674c1d2cf6c4c4999fc7290ba105dcd70e""}},{""id"":""bridged-binance-peg-ethereum-opbnb"",""symbol"":""eth"",""name"":""Bridged Binance-Peg Ethereum (opBNB)"",""platforms"":{""opbnb"":""0xe7798f023fc62146e8aa1b36da45fb70855a77ea""}},{""id"":""bridged-wrapped-ether-eclipse"",""symbol"":""eth"",""name"":""Bridged Wrapped Ether (Eclipse)"",""platforms"":{""eclipse"":""So11111111111111111111111111111111111111112""}},{""id"":""bridged-wrapped-ether-starkgate"",""symbol"":""eth"",""name"":""Bridged Ether (StarkGate)"",""platforms"":{""starknet"":""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7""}},{""id"":""ethereum"",""symbol"":""eth"",""name"":""Ethereum"",""platforms"":{}},{""id"":""ethereum-wormhole"",""symbol"":""eth"",""name"":""Ethereum (Wormhole)"",""platforms"":{""aptos"":""0xcc8a89c8dce9693d354449f1f73e60e14e347417854f029db5bc8e7454008abb::coin::T"",""avalanche"":""0x8b82a291f83ca07af22120aba21632088fc92931"",""binance-smart-chain"":""0x4db5a66e937a9f4473fa95b1caf1d1e1d62e29ea"",""oasis"":""0x3223f17957ba502cbe71401d55a0db26e5f7c68f"",""polygon-pos"":""0x11cd37bb86f65419713f30673a480ea33c826872"",""solana"":""7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs"",""sui"":""0xaf8cd5edc19c4512f4259f0bee101a40d41ebed738ade5874359610ef8eeced5::coin::COIN"",""terra"":""terra14tl83xcwqjy0ken9peu4pjjuu755lrry2uy25r""}},{""id"":""immutable-zkevm-bridged-eth"",""symbol"":""eth"",""name"":""Immutable zkEVM Bridged ETH"",""platforms"":{""immutable"":""0x52a6c53869ce09a731cd772f245b97a4401d3348""}},{""id"":""krown-bridged-eth-krown"",""symbol"":""eth"",""name"":""Krown Bridged ETH (Krown)"",""platforms"":{""krown-network"":""0x6f9ec4f83ef69b923fa1dc00189e591728df0ac0""}},{""id"":""near-intents-bridged-eth"",""symbol"":""eth"",""name"":""NEAR Intents Bridged ETH"",""platforms"":{""near-protocol"":""eth.omft.near""}},{""id"":""nova-eth"",""symbol"":""eth"",""name"":""Nova Merged ETH (zkLink)"",""platforms"":{""zklink-nova"":""0x000000000000000000000000000000000000800a""}},{""id"":""osmosis-alleth"",""symbol"":""eth"",""name"":""Osmosis allETH"",""platforms"":{""osmosis"":""factory/osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm/alloyed/allETH""}},{""id"":""the-infinite-garden"",""symbol"":""eth"",""name"":""The Infinite Garden"",""platforms"":{""ethereum"":""0x5e21d1ee5cf0077b314c381720273ae82378d613""}},{""id"":""the-ticker-is-eth"",""symbol"":""eth"",""name"":""The Ticker Is ETH"",""platforms"":{""solana"":""2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump""}}]","192cc14fb5716033f1006ce009c863c6d8191b3732af7cabd6c72d122fe25c05","ambiguous_current_candidates","False"
"ETHFI","ETHFI","2","15199","1","ether-fi","Ether.fi","[{""id"":""ether-fi"",""symbol"":""ethfi"",""name"":""Ether.fi"",""platforms"":{""arbitrum-one"":""0x7189fb5b6504bbff6a852b13b7b82a3c118fdc27"",""base"":""0x6c240dda6b5c336df09a4d011139beaaa1ea2aa2"",""ethereum"":""0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb"",""scroll"":""0x056a5fa5da84ceb7f93d36e545c5905607d8bd81""}}]","caa46ac92e7ec98f66f5806fac61a095eb707b1caaa101f65aac55eb4e51fa4d","single_current_candidate_review_required","False"
"ETHW","ETHW","3","15462","1","ethereum-pow-iou","EthereumPoW","[{""id"":""ethereum-pow-iou"",""symbol"":""ethw"",""name"":""EthereumPoW"",""platforms"":{}}]","8c7aeca6f33cc06a4c1bd376b45f3b317b4c7c3ce8a2d7a6582d8ae8391f6bad","single_current_candidate_review_required","False"
"EUL","EUL","2","9349","1","euler","Euler","[{""id"":""euler"",""symbol"":""eul"",""name"":""Euler"",""platforms"":{""arbitrum-one"":""0x462cd9e0247b2e63831c3189ae738e5e9a5a4b64"",""avalanche"":""0x9ceed3a7f753608372eeab300486cc7c2f38ac68"",""base"":""0xa153ad732f831a79b5575fa02e793ec4e99181b0"",""berachain"":""0xeb9b5f4eb023ae754ff59a04c9c038d58606dac6"",""binance-smart-chain"":""0x2117e8b79e8e176a670c9fcf945d4348556bffad"",""bob-network"":""0xde1763afa5eb658cffffd16835afeb47e7ac0b8d"",""ethereum"":""0xd9fcd98c322942075a5c3860693e9f4f03aae07b"",""plasma"":""0xca632fa58397391c750c13f935daa61abbe0baa6"",""sonic"":""0x2117e8b79e8e176a670c9fcf945d4348556bffad"",""swellchain"":""0x80ccfbec4b8c82265abdc226ad3df84c0726e7a3"",""tac"":""0x38c043856a109066d64a60c82e07848a1c58e7dc"",""unichain"":""0xe9c43e09c5fa733bcc2aeaa96063a4a60147aa09""}}]","aa88e715ba2b43084b1fc58478498d318ce41d9c87a577ffc963c7d0b5650542","single_current_candidate_review_required","False"
"ZEUR","EUR","6","260394","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"EUROP","EUROP","3","1395","1","schuman-europ","EURØP","[{""id"":""schuman-europ"",""symbol"":""europ"",""name"":""EURØP"",""platforms"":{""avalanche"":""0x8835a2f66a7aaccb297cb985831a616b75e2e16c"",""ethereum"":""0x888883b5f5d21fb10dfeb70e8f9722b9fb0e5e51"",""plasma"":""0x98658bd74ef231158cadc21d8aba733a4e947e6a"",""polygon-pos"":""0x888883b5f5d21fb10dfeb70e8f9722b9fb0e5e51"",""xrp"":""EUROP.rMkEuRii9w9uBMQDnWV5AA43gvYZR9JxVK""}}]","a74bb97fbbbf7418dfd25c048db5bc247eef57969ab7fa6b782a0635d7fec8c2","single_current_candidate_review_required","False"
"EURQ","EURQ","2","2370","1","quantoz-eurq","Quantoz EURQ","[{""id"":""quantoz-eurq"",""symbol"":""eurq"",""name"":""Quantoz EURQ"",""platforms"":{""algorand"":""2768422954"",""ethereum"":""0x8df723295214ea6f21026eeeb4382d475f146f9f"",""polygon-pos"":""0xd571edb2ef29df10fcd6200fd6d0ed2389983db3"",""xrp"":""EURQ.rDk1xiArDMjDqnrR2yWypwQAKg4mKnQYvs""}}]","b620c2d8265cdd14d2bc44318332fe91506e5aa233e493893149d7c8e92409cc","single_current_candidate_review_required","False"
"EURR","EURR","4","3612","1","stablr-euro","StablR Euro","[{""id"":""stablr-euro"",""symbol"":""eurr"",""name"":""StablR Euro"",""platforms"":{""ethereum"":""0x50753cfaf86c094925bf976f218d043f8791e408""}}]","89936b81481d3b509a0ee74ef28a77945c5c8e20c7247696a1c0f1d82967de41","single_current_candidate_review_required","False"
"EWT","EWT","2","18719","2","energy-web-token|ishares-msci-taiwan-etf-robinhood-token","Energy Web Token|iShares MSCI Taiwan ETF • Robinhood Token","[{""id"":""energy-web-token"",""symbol"":""ewt"",""name"":""Energy Web Token"",""platforms"":{""ethereum"":""0x178c820f862b14f316509ec36b13123da19a6054"",""hydration"":""asset_registry%2F252525""}},{""id"":""ishares-msci-taiwan-etf-robinhood-token"",""symbol"":""ewt"",""name"":""iShares MSCI Taiwan ETF • Robinhood Token"",""platforms"":{""robinhood"":""0x1c690498150252222c275a5ced69d3a6b1f52d5e""}}]","d97375f76acbbefc4a48f779559daf67279da1b7546efb1661774999ec8b40aa","ambiguous_current_candidates","False"
"FARM","FARM","2","3633","4","farm-2|farmtown|harvest-finance|this-is-a-farm","FARM|FarmTown|Harvest Finance|This is a Farm","[{""id"":""farm-2"",""symbol"":""farm"",""name"":""FARM"",""platforms"":{""hyperliquid"":""0x11c83b5cfeb6419a74a85a5aaba0511d""}},{""id"":""farmtown"",""symbol"":""farm"",""name"":""FarmTown"",""platforms"":{""solana"":""yMJPZbnhoHib3ib8n8PfiVcp9yauk1vnaGKLx7epump""}},{""id"":""harvest-finance"",""symbol"":""farm"",""name"":""Harvest Finance"",""platforms"":{""binance-smart-chain"":""0x4b5c23cac08a567ecf0c1ffca8372a45a5d33743"",""energi"":""0xc59a4b20ea0f8a7e6e216e7f1b070247520a4514"",""ethereum"":""0xa0246c9032bc3a600820415ae600c6388619a14d""}},{""id"":""this-is-a-farm"",""symbol"":""farm"",""name"":""This is a Farm"",""platforms"":{""solana"":""BdTEJq3yEp68SNmeBfqBbDDy7nbSGftkDhDkVef6pump""}}]","afc5b96e7d994f333822babf7e87494b8703be4047e51b6cc1b48696ab0fd10e","ambiguous_current_candidates","False"
"FARTCOIN","FARTCOIN","4","143453","2","based-fartcoin|fartcoin","Based Fartcoin|Fartcoin","[{""id"":""based-fartcoin"",""symbol"":""fartcoin"",""name"":""Based Fartcoin"",""platforms"":{""base"":""0x2f6c17fa9f9bc3600346ab4e48c0701e1d5962ae""}},{""id"":""fartcoin"",""symbol"":""fartcoin"",""name"":""Fartcoin"",""platforms"":{""solana"":""9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump""}}]","90d40c352193c99653e87d2de6e5ac68a4ffafd72880e074d014e956b12ed3cc","ambiguous_current_candidates","False"
